nohup: ignoring input
2025-07-18 23:11:31,133 | INFO | SiteGuardian Bot Engine launched.
2025-07-19 00:52:52,221 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 00:52:52,276 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 00:52:52,788 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 00:56:19,318 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 00:56:19,329 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 00:56:21,365 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:52:53,664 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:52:53,704 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:52:56,584 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:53:53,696 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:53:53,716 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:53:58,657 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:54:53,734 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:54:53,752 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:55:00,716 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:55:53,757 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:55:53,764 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:56:02,778 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:56:53,788 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:56:53,788 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:57:04,829 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:57:53,796 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:57:53,819 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:58:06,887 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:58:53,825 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:58:53,831 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:59:08,923 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 03:59:53,836 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 03:59:53,850 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:00:10,979 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:00:53,855 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:00:53,880 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:01:13,045 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:01:53,871 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:01:53,883 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:02:15,100 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:02:53,875 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:02:53,888 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:03:17,164 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:03:53,880 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:03:53,913 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:04:19,215 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:04:53,884 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:04:53,941 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:05:21,270 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:05:53,910 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:05:53,943 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:06:23,313 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:06:53,928 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:06:53,962 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:07:25,364 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:07:53,944 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:07:53,966 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:08:27,383 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:08:53,947 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:08:53,981 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:09:29,439 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:09:53,971 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:09:53,982 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:10:31,505 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:10:53,993 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:10:53,995 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:11:33,543 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:11:54,004 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:11:54,004 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:12:35,599 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:12:54,016 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:12:54,033 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:13:37,680 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:13:54,043 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:13:54,059 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:14:39,739 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:14:54,059 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:14:54,075 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:15:41,804 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:15:54,079 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:15:54,079 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:16:43,870 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:16:54,086 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:16:54,094 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:17:45,916 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:17:54,099 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:17:54,112 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:18:47,945 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:18:54,114 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:18:54,116 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:19:49,992 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:19:54,117 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:19:54,118 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:20:52,053 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:20:54,139 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:20:54,140 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:21:54,115 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
2025-07-19 04:21:54,162 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:21:54,162 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:22:54,165 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:22:54,167 | ERROR | [UPTIME ERROR] http://localhost:8000/health: ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))
2025-07-19 04:22:56,146 | INFO | [UPTIME] http://localhost:8085/health \u2192 200
